Date,Time,Device Number,Hotel Guest?,AP?,On Property?,Which resort?,Meal Plan?,# Trips,Within past 5 years,Country of Residence,People in group,Relationship,Person 1 gender,person 1 age,person 2 gender,person 2 age,person 3 gender,person 3 age,person 4 gender,person 4 age,person 5 gender,person 5 age,Thrill Rides,Non-Thrill Rides,Indoor Shows,Parades and Fireworks,Meeting Characters,Overall Atmosphere,Plan for the day?,Dining reservations?,Must See attractions?,List,"Wait for ""must see""",Wait for others,
4/23/2011,11:30:00,178,,N,Y,Sequoia Lodge,,'2-4,N,France,5,Family,M,30,F,32,,,,,,,Thrill rides,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,Not really,Y,,,,,
4/23/2011,,179,Y-4/24,N,Y,Cheyenne,Y,'2-4,Y,France,4,Family,M,38,F,36,F,7,F,6,,,Thrill rides,,,Parades and fireworks,Meeting characters,,Somewhat,N,,,,,
4/23/2011,11:30:00,180,,N,Y,Newport Bay,Y,'2-4,N,France,4,Family,M,40,F,40,M,11,M,5,,,Thrill rides,Non-thrill rides,,,,Overall atmosphere,Somewhat,N,,,,,
4/23/2011,11:55:00,181,,N,N,,Y,5+,,France,5,Friends,F,48,F,21,F,21,F,22,M,30,Thrill rides,Non-thrill rides,Indoor shows,,,Overall atmosphere,None,N,,,,,
4/23/2011,11:40:00,182,,Y,N,,N,5+,,France,5,Family,F,33,M,35,F,6,F,3,F,0,,,,Parades and fireworks,Meeting characters,Overall atmosphere,Not really,N,,,,,
4/23/2011,11:00:00,183,,N,Y,,,'2-4,,UK,3,Family,F,,M,,F,3,,,,,,,Indoor shows,,Meeting characters,,,N,,,,,
4/23/2011,11:50:00,185,Y-?,N,Y,Newport Bay,N,1,,Netherlands,4,Family,M,38,F,35,M,9,M,6,,,Thrill rides,Non-thrill rides,Indoor shows,,,,Not really,,,,,,
4/23/2011,11:35:00,186,,Y,N,,N,5+,Y,Netherlands,4,Family,M,45,F,42,M,9,M,7,,,Thrill rides,Non-thrill rides,Indoor shows,,,Overall atmosphere,Somewhat,N,N,,45,30,
4/23/2011,10:50:00,188,Y-?,N,Y,Santa Fe,N,1,N,France,4,Family,M,49,F,46,F,10,,8,,,,,,Parades and fireworks,Meeting characters,,Not really,N,,,,,
4/23/2011,12:00:00,189,Y-4/27,N,Y,Santa Fe,N,'2-4,N,France,4,Family,M,54,F,31,F,24,M,16,,,Thrill rides,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,Not really,N,,,,,
4/23/2011,11:30:00,192,,N,Y,Cheyenne,Y,1,N,Spain,4,Family,M,43,F,38,F,11,F,7,,,,,,,,Overall atmosphere,None,Y,N,,45,50,
4/23/2011,9:40:00,194,,N,N,,N,'2-4,N,France,2,Couple,M,30,F,26,,,,,,,Thrill rides,,,,,,Not really,N,,,,,
4/23/2011,11:30:00,194,,N,N,,N,1,,France,5,Family,M,57,F,40,M,59,M,42,,,Thrill rides,,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,None,N,Y,Universal Studios,15,15,
4/23/2011,10:30:00,195,,N,N,,N,'2-4,Y,UK,5,Family,F,36,M,36,F,15,F,5,F,5,Thrill rides,,,Parades and fireworks,,Overall atmosphere,Somewhat,N,,,,,
4/23/2011,11:15:00,196,,N,N,,N,'2-4,N,Belgium,63,Commune,,,,,,,,,,,,Non-thrill rides,,,,,None,N,,,,,
4/23/2011,9:40:00,197,,,N,,N,1,,Germany,4,Family,F,47,M,47,M,13,M,11,,,,,,,,,,,,,,,
4/23/2011,10:00:00,198,,N,N,,N,'2-4,Y,France,3,Family,M,33,F,33,M,6,,,,,,,,,Meeting characters,Overall atmosphere,Not really,N,,,,,
4/23/2011,10:15:00,200,,N,N,,N,5+,Y,France,2,Friends,F,34,F,22,,,,,,,Thrill rides,,,,,,Not really,N,,,,,
4/23/2011,10:00:00,201,,N,N,,N,5+,Y,Belgium,5,Other,,,,,,,,,,,,Non-thrill rides,Indoor shows,,,,,N,,,,,
4/23/2011,11:35:00,202,,N,N,,N,1,,France,5,Family,F,26,F,43,M,47,M,31,,,Thrill rides,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,None,N,,,,,
4/23/2011,,204,,N,N,,,1,,France,2,Couple,M,23,F,22,,,,,,,Thrill rides,,,,Meeting characters,Overall atmosphere,Not really,N,N,,,20,
4/23/2011,9:30:00,205,,N,N,,N,'2-4,Y,France,4,Family,M,,F,,M,,,,,,Thrill rides,Non-thrill rides,,Parades and fireworks,,,None,N,,,,,
4/23/2011,9:30:00,206,,Y,Y,,Y,'2-4,Y,France,1,Other,,,,,,,,,,,Thrill rides,,,,,,Definitely,Y,,,,,
4/23/2011,10:00:00,206,,Y,Y,Davy Crockett Ranch,N,5+,Y,France,4,Friends,M,22,M,22,F,22,M,22,,,Thrill rides,,,Parades and fireworks,,Overall atmosphere,Definitely,N,N,,30,30,
4/23/2011,9:45:00,207,,N,N,,,'2-4,Y,Netherlands,4,Family,M,52,F,51,M,17,F,16,,,Thrill rides,,Indoor shows,Parades and fireworks,,Overall atmosphere,Somewhat,N,,,,,
4/23/2011,9:30:00,208,,N,Y,Santa Fe,N,1,N,France,4,Family,M,40,F,36,F,9,M,7,,,Thrill rides,,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,Not really,N,,,,,
4/23/2011,11:30:00,209,,N,N,,,,,India,5,Friends,M,30,F,30,M,2,F,4,,,,,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,Not really,N,N,,15,10,
4/23/2011,9:50:00,210,Y-4/24,N,Y,Newport Bay,N,1,,Belgium,3,Family,M,,F,,F,,,,,,,,,Parades and fireworks,,Overall atmosphere,Not really,Y,,,,,
4/23/2011,9:10:00,211,,N,,,,5+,Y,France,3,Family,F,46,F,37,F,11,,,,,Thrill rides,Non-thrill rides,,Parades and fireworks,Meeting characters,,Not really,N,,,,,
4/23/2011,9:50:00,212,,N,N,,Y,5+,,UK,30,Girl Guides?,,,,,,,,,,,Thrill rides,,,,,,Not really,N,,,,,
4/23/2011,10:10:00,213,,Y,N,,N,'2-4,Y,France,2,Friends,F,18,F,19,,,,,,,Thrill rides,,Indoor shows,,Meeting characters,,Not really,N,N,,40,40,
4/23/2011,9:45:00,214,,N,N,,N,'2-4,,France,4,Friends,M,20,M,22,F,18,F,18,,,Thrill rides,,,,Meeting characters,,None,N,,,,,
4/23/2011,10:10:00,215,,N,N,,,5+,Y,France,4,Family,M,37,F,36,F,10,M,7,,,,Non-thrill rides,,,,Overall atmosphere,Somewhat,N,,,,,
4/23/2011,10:20:00,216,,N,N,,Y,1,,France,5,Family,F,42,M,42,F,7,M,9,,,,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,None,Y,,,,,
4/23/2011,10:30:00,217,,Y,N,,N,1,N,France,3,Family,M,36,F,40,F,14,,,,,,,,Parades and fireworks,,,None,N,,,,,
4/23/2011,10:00:00,219,Y-4/23,N,Y,Davy Crockett,N,5+,N,Netherlands,6,Family,M,66,F,63,M,43,F,42,M,16,Thrill rides,Non-thrill rides,,,,,Somewhat,Y,,,,,
4/23/2011,10:35:00,220,,N,N,,N,5+,,France,4,Family,M,40,F,36,M,10,M,6,,,Thrill rides,Non-thrill rides,,,,Overall atmosphere,Not really,N,,,,,
4/23/2011,10:30:00,221,,N,Y,Santa Fe,Y,'2-4,Y,France,4,Family,F,33,M,33,F,11,M,7,,,Thrill rides,Non-thrill rides,,,,,Not really,N,Y,Infernal Tower?,45,45,
4/23/2011,10:30:00,222,,N,Y,Cheyenne,N,5+,,France,4,Family,F,,F,,M,,M,,,,Thrill rides,,,,Meeting characters,,Not really,N,N,,,5,
4/23/2011,10:00:00,224,Y-4/24,N,Y,Cheyenne,Y,'2-4,Y,Ireland,7,Family,F,43,F,65,F,37,M,45,M,34,Thrill rides,,,,Meeting characters,Overall atmosphere,Not really,N,Y,,,,
4/23/2011,10:05:00,226,,N,N,,,1,N,France,4,Family,M,33,F,33,M,6,F,50,,,,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,,Somewhat,N,,,,,
4/23/2011,10:07:00,227,,N,N,,,1,,UK,5,Family,F,32,F,16,F,14,F,9,M,8,,,Indoor shows,Parades and fireworks,Meeting characters,,Not really,N,,,,,
4/23/2011,9:30:00,228,,N,N,,N,'2-4,Y,France,5,Family,F,30,M,32,M,32,F,28,F,7,,,,,,Overall atmosphere,None,N,,,,,
4/23/2011,11:45:00,229,,N,N,,N,'2-4,N,Spain,6,Family,M,45,F,43,F,15,F,11,M,14,Thrill rides,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,Not really,N,Y,Rockin' Rollercoaster,60,25,
4/23/2011,11:30:00,230,,N,N,,,1,N,Norway,3,Family,F,39,M,41,F,8,,,,,,,,,,Overall atmosphere,Not really,N,,,,,
4/23/2011,10:05:00,231,,N,N,,N,1,,Norway,4,Family,F,,F,,F,,M,,,,Thrill rides,,,,,,Somewhat,N,,,,,
4/23/2011,11:00:00,234,,Y,Y,Davy Crockett Ranch,Y,'2-4,Y,France,6,Family,M,35,F,34,M,15,F,45,F,3,Thrill rides,,,,Meeting characters,Overall atmosphere,Definitely,,,,,,
4/23/2011,11:00:00,235,,N,N,,,5+,,Switzerland,4,Family,M,39,F,39,F,10,F,7,,,Thrill rides,,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,Not really,N,,,,,
4/23/2011,11:58:00,236,,N,N,,,'2-4,Y,UK,4,Family,M,32,F,32,F,5,M,0,,,,,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,Not really,N,,,,,
4/23/2011,10:05:00,237,,N,N,,N,1,,Norway,4,Family,F,,F,,F,,M,,,,Thrill rides,,,,,,Somewhat,N,,,,,
4/23/2011,11:00:00,238,,N,Y,Newport Bay,,'2-4,Y,France,5,Family,M,45,F,42,F,9,F,7,M,0,Thrill rides,Non-thrill rides,Indoor shows,Parades and fireworks,,,Somewhat,N,,,,,
4/23/2011,10:40:00,239,,N,N,,,1,N,Spain,12,Friends,M,36,F,35,M,5,M,2,M,36,Thrill rides,,,Parades and fireworks,Meeting characters,Overall atmosphere,Definitely,N,N,,60,45,
4/23/2011,11:35:00,240,,N,N,,N,1,N,UK,3,Family,M,42,F,39,F,8,,,,,Thrill rides,,Indoor shows,,,,Definitely,N,,,,,
4/23/2011,11:15:00,241,Y-4/24,N,Y,Sequoia Lodge,,'2-4,N,France,4,Family,M,48,F,44,F,22,F,19,,,Thrill rides,Non-thrill rides,,Parades and fireworks,,Overall atmosphere,None,N,,,,,
4/23/2011,11:20:00,242,,N,N,,N,'2-4,Y,Belgium,5,Friends,F,49,F,47,M,9,M,8,M,11,Thrill rides,,,,,,None,N,Y,Tower of Terror,20,20,
4/23/2011,11:00:00,242,,N,N,,,1,,Portugal,2,Family,F,46,F,13,,,,,,,Thrill rides,,,,,,Not really,N,,,,,
4/23/2011,,243,,N,N,,N,'2-4,Y,France,5,Family,F,24,F,16,F,2,M,32,M,18,,Non-thrill rides,,,Meeting characters,Overall atmosphere,Somewhat,N,,,,,
4/23/2011,10:30:00,244,,N,Y,Santa Fe,Y,1,N,France,4,Family,M,41,F,40,F,15,F,9,,,Thrill rides,,,,,Overall atmosphere,None,N,,,,,
4/23/2011,11:50:00,245,,N,N,,N,'2-4,N,Czech Republic,4,Family,F,39,M,41,F,8,M,11,,,Thrill rides,,Indoor shows,,,Overall atmosphere,Somewhat,N,Y,"Nemo, Stitch",20,10,
4/23/2011,11:45:00,246,,N,N,,Y,5+,Y,France,1,,F,,,,,,,,,,Thrill rides,,Indoor shows,,,Overall atmosphere,None,N,,,,,
4/23/2011,12:00:00,247,,Y,N,,N,5+,Y,Belgium,4,Couple,M,23,F,20,M,F,19,,,,Thrill rides,,,,Meeting characters,Overall atmosphere,Somewhat,Y,,,,,
4/23/2011,11:00:00,248,,N,N,,N,5+,Y,France,4,Family,M,33,F,26,M,5,M,4,,,,Non-thrill rides,,Parades and fireworks,Meeting characters,Overall atmosphere,Somewhat,N,Y,Buzz Lightyear,30,30,
4/23/2011,10:30:00,266,,N,Y,Santa Fe,Y,1,N,France,4,Family,M,41,F,40,F,15,F,9,,,Thrill rides,,,,,Overall atmosphere,None,,,,,,
4/23/2011,,,,N,N,,N,'2-4,N,France,3,Family,,,,,,,,,,,Thrill rides,Non-thrill rides,Indoor shows,Parades and fireworks,,Overall atmosphere,None,N,,,,,
4/24/2011,11:30:00,11,,Y,N,,,5+,Y,France,5,Work,M,35,F,26,F,7,M,7,F,,Thrill rides,Non-thrill rides,,,,,,,Y,Space Mountain,50,,
4/24/2011,11:15:00,12,,N,Y,Newport,Y,1,,Italy,4,Family,M,61,F,50,F,11,F,7,,,Thrill rides,,,,,,Somewhat,N,Y,Pirates,15,5,
4/24/2011,11:45:00,15,,Y,N,,N,1,,,4,Family,M,40,F,36,M,3,F,2,,,,Non-thrill rides,Indoor shows,Parades and fireworks,,,None,N,Y,,,,
4/24/2011,11:22:00,16,,N,N,,,'2-4,N,Austria,2,Couple,M,27,F,27,,,,,,,Thrill rides,Non-thrill rides,,,Meeting characters,Overall atmosphere,Somewhat,N,,,,,
4/24/2011,11:05:00,16,,N,N,,,1,,UK,2,Family,F,45,F,8,,,,,,,Thrill rides,,,Parades and fireworks,,,Not really,N,Y,,30,30,
4/24/2011,11:15:00,17,,N,N,,N,'2-4,Y,UK,9,Family,M,36,F,41,F,3,M,8,F,70,,,,,Meeting characters,,Somewhat,N,,,,,
4/24/2011,11:15:00,17,,N,N,,N,'2-4,Y,UK,9,Family,M,36,F,41,F,3,M,8,F,70,,,,,Meeting characters,,Somewhat,N,,,,,
4/24/2011,10:45:00,20,,N,N,,,'2-4,N,France,5,Family,F,43,M,44,F,16,M,12,F,5,Thrill rides,,,,Meeting characters,,None,Y,,,,,
4/24/2011,10:45:00,20,,N,N,,,'2-4,N,France,5,Family,F,43,M,44,F,16,M,12,F,5,Thrill rides,,,,Meeting characters,,None,Y,,,,,
4/24/2011,10:52:00,22,Y-4/25,N,Y,Cheyenne,N,'2-4,N,Netherlands,4,Family,M,40,F,37,M,6,F,8,,,,,,Parades and fireworks,Meeting characters,,Somewhat,N,N,,,,
4/24/2011,,24,,N,N,,N,1,,,4,Friends,F,60,M,61,F,12,M,10,,,Thrill rides,Non-thrill rides,,,,Overall atmosphere,,N,,,,,
4/24/2011,,24,Y-4/27,N,Y,Santa Fe,N,1,,Spain,4,Family,F,,F,,F,,M,,,,Thrill rides,,,,Meeting characters,Overall atmosphere,Somewhat,N,N,,30,5,
4/24/2011,10:45:00,25,Y-4/25,N,Y,Newport,N,,,Belgium,4,Family,M,35,F,33,F,6,F,1,,,Thrill rides,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,Not really,N,N,,,25,
4/24/2011,11:00:00,26,,N,N,,N,'2-4,Y,France,4,Family,M,38,F,37,M,10,M,7,,,,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,,Not really,N,Y,Raison des paupees?,30,30,
4/24/2011,10:30:00,27,,N,N,,N,'2-4,Y,France,3,Family,M,33,F,33,F,5,,,,,,Non-thrill rides,,,,Overall atmosphere,Not really,N,Y,Buzz,30,30,
4/24/2011,,27,,N,Y,Disneyland Hotel,Y,'2-4,Y,France,5,Family,M,38,F,43,F,16,F,13,F,10,,Non-thrill rides,,,Meeting characters,,Not really,Y,Y,It's a Small World,30,30,
4/24/2011,10:43:00,28,,N,N,,N,1,,UK,5,Family,M,36,M,40,F,35,F,40,M,7,,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,Somewhat,N,N,,30,20,
4/24/2011,11:04:00,30,,Y,N,,,1,,China,2,Friends,F,28,F,28,,,,,,,Thrill rides,,,Parades and fireworks,Meeting characters,,Not really,N,,,,,
4/24/2011,10:10:00,35,,N,Y,Santa Fe,Y,'2-4,Y,France,4,Family,F,20,M,26,F,23,M,22,,,Thrill rides,,,Parades and fireworks,Meeting characters,Overall atmosphere,Definitely,N,,,,,
4/24/2011,10:00:00,36,,N,N,,,5+,Y,UK,8,Friends,F,39,M,40,F,33,M,35,M,8,Thrill rides,Non-thrill rides,,Parades and fireworks,Meeting characters,Overall atmosphere,Somewhat,N,,,,,
4/24/2011,,36,,N,N,,N,'2-4,N,Israel,3,Family,M,42,F,39,M,12,,,,,Thrill rides,,,,,,Somewhat,N,,,,,
4/24/2011,10:00:00,39,,Y,N,,N,5+,Y,France,2,Couple,F,20,M,22,,,,,,,Thrill rides,Non-thrill rides,,,,Overall atmosphere,Somewhat,N,Y,Roller coaster,120,120,
4/24/2011,9:55:00,40,,N,Y,Santa Fe,N,1,,,3,Couple,F,39,F,12,M,10,,,,,Thrill rides,Non-thrill rides,,Parades and fireworks,Meeting characters,Overall atmosphere,None,N,,,,,
4/24/2011,,40,,Y,N,,N,5+,Y,France,5,Family,F,34,M,33,F,53,M,3,M,6,Thrill rides,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,Not really,N,,,,,
4/24/2011,10:20:00,42,,N,Y,Santa Fe,N,1,,France,5,Family,F,57,F,37,M,40,F,8,M,6,,,,,,Overall atmosphere,Definitely,N,,,,,
4/24/2011,,43,,N,N,,N,1,,France,3,Family,F,36,F,10,F,7,,,,,Thrill rides,,,,,,None,N,,,,,
4/24/2011,10:32:00,45,,N,N,,N,1,,France,5,Friends,F,,F,26,F,30,M,26,M,4,,,,,,Overall atmosphere,Not really,N,,,,,
4/24/2011,11:33:00,46,,N,N,,N,1,,Spain,4,Family,M,40,F,43,M,4,M,7,,,Thrill rides,Non-thrill rides,,Parades and fireworks,Meeting characters,Overall atmosphere,None,N,,,,,
4/24/2011,,49,,,Y,Sequoia Lodge,Y,1,,England,4,Family,M,57,F,57,M,10,M,8,,,Thrill rides,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,Not really,Y,,,,,
4/24/2011,10:40:00,51,,N,N,,N,'2-4,N,Belgium,3,Family,M,32,F,30,M,4,,,,,,,,,Meeting characters,Overall atmosphere,Not really,N,,,,,
4/24/2011,10:35:00,54,,N,N,,N,5+,Y,France,5,Family,F,27,M,27,F,27,F,23,M,24,Thrill rides,,,,Meeting characters,Overall atmosphere,Somewhat,N,,,,,
4/24/2011,10:00:00,55,Y-4/27,N,Y,Newport Bay,N,1,,Italy,3,Family,F,34,M,44,M,3,,,,,,,,Parades and fireworks,,Overall atmosphere,Not really,N,,,,,
4/24/2011,9:30:00,56,,N,N,,N,1,,UK,5,Family,M,38,M,75,F,9,F,38,F,70,,Non-thrill rides,,Parades and fireworks,,Overall atmosphere,None,N,,,,,
4/24/2011,11:50:00,57,,N,Y,Santa Fe,Y,5+,Y,France,6,Family,F,31,M,35,F,50,M,50,M,,Thrill rides,Non-thrill rides,,Parades and fireworks,,Overall atmosphere,Somewhat,N,Y,Crush's Coaster,30,30,
4/24/2011,,58,,N,N,,N,1,,UK,3,Family,M,44,F,,F,6,,,,,,,,,,,,,,,,,
4/24/2011,13:00:00,59,,N,Y,Hotel New York,N,5+,Y,Italy,4,Family,F,42,M,46,F,17,F,11,,,Thrill rides,,,,,Overall atmosphere,None,N,,,,,
4/24/2011,,61,,N,N,,N,5+,,France,9,Family,M,40,M,13,F,37,F,15,F,11,,Non-thrill rides,,Parades and fireworks,Meeting characters,Overall atmosphere,Not really,N,,,,,
4/24/2011,11:00:00,62,,N,N,,N,1,,France,5,Family,F,47,M,47,F,20,F,17,M,,Thrill rides,Non-thrill rides,,,Meeting characters,Overall atmosphere,Somewhat,N,Y,Space Mountain,40,30,
4/24/2011,,63,,N,N,,N,1,,Netherlands,4,Family,F,,M,,F,,F,,,,,Non-thrill rides,Indoor shows,Parades and fireworks,,,Somewhat,N,,,,,
4/24/2011,,65,,N,N,,N,'2-4,Y,France,4,Friends,F,28,F,28,F,28,F,28,,,Thrill rides,,,,,Overall atmosphere,None,N,,,,,
4/24/2011,,66,,N,N,,N,5+,,France,4,Family,M,,F,,M,,F,,,,Thrill rides,,Indoor shows,,,,Not really,N,,,,,
4/24/2011,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/2011,10:20:00,68,,N,N,,,'2-4,N,Spain,4,Friends,F,42,M,47,F,50,M,52,,,Thrill rides,,,Parades and fireworks,,,Somewhat,N,Y,"Pirates, Peter Pan, It's a small world",30,30,
4/24/2011,9:45:00,68,,N,N,,N,'2-4,N,France,5,Family,M,,F,,M,,M,,F,,Thrill rides,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,Not really,N,N,,10,10,
4/24/2011,,69,,N,N,,,1,,Spain,2,Family,F,36,M,8,,,,,,,,Non-thrill rides,Indoor shows,Parades and fireworks,,Overall atmosphere,Not really,N,,,,,
4/24/2011,10:10:00,71,,N,N,,,'2-4,,Switzerland,5,FAmily,M,16,F,25,M,14,F,36,M,,Thrill rides,,,,Meeting characters,,None,N,Y,,10,10,
4/24/2011,10:48:00,72,,N,Y,Hotel New York,Y,5+,N,France,4,Family,F,33,M,36,F,5,M,2,,,Thrill rides,,,,,Overall atmosphere,None,Y,N,,,90,
4/24/2011,9:30:00,73,,N,N,,,1,,Germany,3,Family,F,43,M,43,M,12,,,,,Thrill rides,,,,,,Definitely,Y,Y,It's a small world,90,90,
4/24/2011,10:17:00,76,,N,N,,,'2-4,Y,France,2,Family,F,33,F,27,,,,,,,Thrill rides,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,Somewhat,N,Y,Mine Train,30,40,
4/24/2011,9:27:00,78,,N,Y,Disneyland Hotel,N,'2-4,N,UK,5,Family,F,41,M,41,F,12,M,10,M,2,Thrill rides,Non-thrill rides,,Parades and fireworks,Meeting characters,,Somewhat,N,,,,,
4/24/2011,11:03:00,79,,N,N,,,'2-4,N,Portugal,2,Family,M,29,M,33,,,,,,,,,,,,Overall atmosphere,None,N,,,,,
4/24/2011,10:30:00,81,,N,N,,,1,,France,4,Family,F,44,M,46,M,12,F,8,,,Thrill rides,,,,,,None,N,,,,,
4/24/2011,10:15:00,82,,N,N,,,'2-4,,France,4,Family,F,31,M,42,M,6,M,6,,,Thrill rides,Non-thrill rides,,,Meeting characters,,Somewhat,N,N,,,10,15
4/24/2011,10:45:00,83,,N,Y,Hotel New York,Y,1,,France,3,Family,F,30,M,32,M,,,,,,Thrill rides,,,,,Overall atmosphere,None,Y,N,,,45,
4/24/2011,9:45:00,84,,Y,N,,N,5+,Y,,3,Family,F,72,M,36,F,48,,,,,Thrill rides,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,,,Y,Tower of Terror,14,45,
4/24/2011,9:55:00,85,,N,N,,N,5+,,France,2,Couple,F,23,M,25,,,,,,,Thrill rides,Non-thrill rides,Indoor shows,Parades and fireworks,,Overall atmosphere,Definitely,N,,,,,
4/24/2011,11:40:00,86,,N,N,,N,'2-4,Y,Netherlands,4,Friends,F,41,F,15,M,24,F,25,,,Thrill rides,Non-thrill rides,Indoor shows,,,,Not really,N,,,,,
4/24/2011,10:11:00,87,Y-4/25,N,Y,Sequoia Lodge,Y,'2-4,Y,France,3,Work,F,36,M,36,,,,,,,,Non-thrill rides,,,,,None,N,,,,,
4/24/2011,10:20:00,88,,N,N,,N,5+,Y,France,4,Family,F,44,F,40,F,17,F,1,,,Thrill rides,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,Not really,N,Y,Tower of Terror,30,20,
4/24/2011,,90,,N,N,,,5+,,France,6,Family,M,49,F,50,F,45,M,22,F,,Thrill rides,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,Somewhat,N,Y,Tower of Terror,40,60,
4/24/2011,,90,,N,N,,N,'2-4,Y,France,4,Family,M,39,F,19,M,11,F,9,,,Thrill rides,Non-thrill rides,,,Meeting characters,Overall atmosphere,Not really,N,,,,,
4/24/2011,10:00:00,91,,N,N,,,1,,France,2,Family,F,52,M,64,,,,,,,,,Indoor Shows,,,Overall atmosphere,Somewhat,N,,,,,
4/24/2011,11:35:00,96,,N,Y,Santa Fe,N,1,,France,3,Family,M,33,F,38,M,9,,,,,Thrill rides,Non-thrill rides,Indoor Shows,Parades and fireworks,,,Somewhat,N,,,,,
4/24/2011,,97,,N,N,,N,1,N,Spain,2,Family,M,,F,,,,,,,,Thrill rides,,,Parades and fireworks,Meeting characters,Overall atmosphere,Not really,N,,,,,
4/24/2011,,98,Y-4/25,N,Y,Sequoia Lodge,Y,'2-4,N,France,3,Family,F,48,F,19,F,17,,,,,Thrill rides,,,,,Overall atmosphere,Somewhat,N,,,,,
4/24/2011,10:00:00,99,,N,N,,N,'2-4,N,France,4,Friends,F,18,F,18,F,20,F,20,,,,,,,,Overall atmosphere,Not really,N,N,,30,30,
4/24/2011,9:45:00,100,,N,N,,N,5+,Y,France,3,Family,M,36,F,33,F,9,,,,,Thrill rides,Non-thrill rides,Indoor shows,Parades and fireworks,,Overall atmosphere,Not really,N,,,,,
4/24/2011,10:10:00,102,,N,N,,N,'2-4,Y,France,4,Family,M,63,F,58,M,12,F,10,,,Thrill rides,,,,,,Somewhat,N,,,,,
4/24/2011,10:40:00,103,,N,N,,N,'2-4,Y,France,4,Family,F,39,M,43,M,17,M,15,,,Thrill rides,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,None,N,,,,,
4/24/2011,,105,,N,N,,,'2-4,,Netherlands,4,Family,M,46,F,47,M,14,F,11,,,Thrill rides,Non-thrill rides,,,,,Somewhat,N,,,,,
4/24/2011,11:25:00,106,,N,N,,N,5+,Y,France,4,Family,M,38,F,37,F,13,,,,,Thrill rides,Non-thrill rides,Indoor shows,,,Overall atmosphere,Not really,N,,,,,
4/24/2011,,107,,N,N,,N,5+,Y,Belgium,2,Couple,M,20,F,19,,,,,,,Thrill rides,Non-thrill rides,,,,Overall atmosphere,Not really,N,,,,,
4/24/2011,11:00:00,111,,N,N,,N,5+,Y,Luxembourg,5,Family,F,54,F,19,M,24,M,20,M,17,Thrill rides,,,,,,Not really,N,,,,,
4/24/2011,11:00:00,117,,N,Y,Santa Fe,,'2-4,Y,Belgium,4,Family,M,37,F,29,M,11,M,6,,,Thrill rides,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,None,N,,,,,
4/24/2011,11:40:00,119,,N,Y,,N,5+,Y,France,4,Family,M,31,F,32,F,10,F,3,,,Thrill rides,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,None,N,Y,Tower of Terror,30,15,
4/24/2011,10:45:00,125,,N,N,,N,1,N,France,10,Friends,M,24,M,24,M,25,M,24,F,23,Thrill rides,Non-thrill rides,,Parades and fireworks,Meeting characters,Overall atmosphere,Somewhat,N,,,,,
4/24/2011,,129,,N,N,,N,'2-4,N,France,5,Friends,M,37,F,33,F,34,F,9,F,,,,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,Somewhat,N,Y,Molten Achom?,30,40,
4/24/2011,,132,Y-4/25,N,Y,Sequoia Lodge,Y,1,N,France,3,Family,F,52,M,21,F,18,,,,,Thrill rides,Non-thrill rides,Indoor shows,,,Overall atmosphere,Not really,N,,,,,
4/24/2011,11:00:00,133,,N,N,,N,,,Egypt,2,Friends,F,22,F,22,,,,,,,Thrill rides,,Indoor shows,,,Overall atmosphere,Not really,N,,,,,
4/24/2011,9:45:00,134,,N,Y,Sequoia Lodge,Y,'2-4,N,France,5,Family,F,30,M,,F,,M,,,,Thrill rides,Non-thrill rides,Indoor shows,Parades and fireworks,,,Not really,Y,,,,,
