Date,Time,Device Number,Hotel Guest?,AP?,On Property?,Which resort?,Meal Plan?,# Trips,Within past 5 years,Country of Residence,People in group,Relationship,Person 1 gender,person 1 age,person 2 gender,person 2 age,person 3 gender,person 3 age,person 4 gender,person 4 age,person 5 gender,person 5 age,Thrill Rides,Non-Thrill Rides,Indoor Shows,Parades and Fireworks,Meeting Characters,Overall Atmosphere,Plan for the day?,Dining reservations?,Must See attractions?,List,"Wait for ""must see""",Wait for others,
4/24/2011,10:40:00,139,,N,Y,Santa Fe,N,1,,France,4,Family,M,40,F,35,F,6,F,6,,,,,Indoor shows,Parades and fireworks,Meeting characters,,None,Y,,,,,
4/24/2011,10:05:00,139,Y-4/25,N,N,,N,1,,France,30,C.E.,M,,M,,F,,F,,M,,,,,,,Overall atmosphere,Not really,N,,,,,
4/24/2011,,140,,N,N,,N,,,France,5,Family,M,,F,,F,,M,,F,,Thrill rides,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,Not really,N,Y,,30,30,
4/24/2011,11:25:00,140,Y-4/25,N,N,,N,5+,Y,France,2,Friends,F,21,F,19,,,,,,,Thrill rides,,,Parades and fireworks,Meeting characters,Overall atmosphere,Not really,N,N,,30,15,
4/24/2011,9:45:00,142,,N,N,,,5+,,France,4,C.E.,M,29,F,,M,,F,,,,Thrill rides,,Indoor shows,,Meeting characters,,Definitely,N,,,,,
4/24/2011,,145,,N,N,,N,1,,Netherlands,4,Family,F,23,F,25,F,25,M,29,,,,,,,,Overall atmosphere,Not really,N,,,,,
4/24/2011,,147,,N,N,,N,'2-4,Y,France,4,Family,M,31,F,28,M,17,F,17,,,Thrill rides,,,,,,Not really,N,,,,,
4/24/2011,,149,Y-4/25,N,Y,Hotel New York,N,'2-4,Y,France,5,Family,F,46,F,16,F,15,M,12,M,51,Thrill rides,,,,,,Not really,,,,,,
4/24/2011,,150,,N,Y,Davy Crockett Ranch,N,1,N,France,5,Family,M,34,F,34,M,12,F,16,M,7,Thrill rides,,Indoor shows,,,Overall atmosphere,Not really,N,Y,Tour in Fennale,40,40,
4/24/2011,,150,,N,N,,N,'2-4,Y,France,2,Family,F,,M,,,,,,,,,Non-thrill rides,Indoor shows,,,Overall atmosphere,Not really,N,,,,,
4/24/2011,9:45:00,151,,N,Y,Cheyenne,Y,1,N,France,3,Family,F,41,M,20,M,10,,,,,,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,Somewhat,Y,Y,Polar Action,30,30,
4/24/2011,9:50:00,153,,N,N,,N,5+,Y,France,10,Friends,F,27,F,26,M,28,F,39,M,30,Thrill rides,,,,,,Somewhat,N,Y,A sensat ferte,30,30,
4/24/2011,10:55:00,154,,N,N,,N,1,,Germany,2,Couple,M,30,F,28,,,,,,,Thrill rides,,Indoor shows,Parades and fireworks,,,Not really,N,,,,,
4/24/2011,,159,,Y,N,,N,5+,Y,UK,5,Family,M,44,F,46,F,19,F,16,F,15,Thrill rides,,Indoor shows,,Meeting characters,Overall atmosphere,Definitely,N,,,,,
4/24/2011,,161,Y-4/25,N,Y,Davy Crockett Ranch,Y,'2-4,N,France,3,Family,F,36,M,36,,,,,,,Thrill rides,,,,,,,,Y,Space Mountain,20,,
4/24/2011,,163,,N,Y,Newport Bay,N,'2-4,Y,UK,6,Family,F,43,M,44,F,16,F,14,F,7,Thrill rides,,Indoor shows,Parades and fireworks,Meeting characters,,Not really,Y,,,,,
4/24/2011,,164,,N,N,,,'2-4,Y,Italy,5,Family,F,37,M,37,M,36,F,38,M,27,Thrill rides,,,Parades and fireworks,,,Not really,Y,,,,,
4/24/2011,11:30:00,166,,N,N,,N,1,,France,4,,M,49,F,40,M,12,F,8,,,Thrill rides,Non-thrill rides,Indoor shows,,Meeting characters,,None,N,,,,,
4/24/2011,10:00:00,167,,N,N,,N,5+,,France,2,Family,M,17,M,16,,,,,,,Thrill rides,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,Not really,N,,,,,
4/24/2011,9:50:00,170,,N,Y,Santa Fe,N,'2-4,Y,Belgium,3,Family,M,34,F,30,M,6,,,,,Thrill rides,Non-thrill rides,,,,Overall atmosphere,Not really,N,N,,,20,
4/24/2011,10:55:00,171,,N,N,,,'2-4,N,Netherlands,4,Family,M,67,F,43,M,10,M,10,,,Thrill rides,Non-thrill rides,Indoor shows,Parades and fireworks,,Overall atmosphere,Not really,N,Y,Space Mountain,,,
4/24/2011,11:29:00,172,,Y,T,Cheyenne,Y,'2-4,Y,Spain,11,Family,F,44,M,43,F,41,M,41,F,41,Thrill rides,Non-thrill rides,Indoor shows,Parades and fireworks,,Overall atmosphere,Somewhat,Y,,,,,
4/24/2011,9:37:00,173,,N,N,,N,1,,France,3,Family,M,,F,,F,,,,,,Thrill rides,,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,Not really,N,Y,Space Mountain,30,15,
4/24/2011,9:45:00,175,,N,N,,N,,,,4,Family,F,41,M,38,M,8,M,4,,,,,,,,,None,N,N,,,,
4/24/2011,11:00:00,177,,N,N,,N,'2-4,Y,France,5,Family,F,43,F,43,M,45,F,6,M,10,Thrill rides,Non-thrill rides,,,,,Somewhat,N,Y,Space Mountain,30,30,
4/24/2011,10:15:00,180,,N,N,,N,1,,France,4,Family,F,38,M,42,F,6,M,9,,,Thrill rides,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,,None,N,N,,30,30,
4/24/2011,11:15:00,182,Y-4/26,N,Y,Sequoia Lodge,Y,1,,France,3,Couple,M,33,F,31,M,2,,,,,,Non-thrill rides,,,Meeting characters,Overall atmosphere,Not really,Y,,,,,
4/24/2011,11:30:00,184,,N,Y,Santa Fe,N,1,,France,3,Family,F,30,M,35,M,4,,,,,,,,Parades and fireworks,Meeting characters,Overall atmosphere,None,N,N,,30,,
4/24/2011,10:22:00,186,,N,Y,Santa Fe,Y,'2-4,N,Spain,3,Family,F,34,M,36,M,3,,,,,,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,None,N,N,,20,20,
4/24/2011,10:02:00,192,,N,N,,,1,,Spain,2,Couple,F,23,M,22,,,,,,,Thrill rides,,,,,,Not really,Y,N,,0,0,
4/24/2011,10:35:00,193,,N,Y,Sequoia Lodge,N,1,,UK,3,Family,M,40,F,37,F,4,,,,,,,,Parades and fireworks,Meeting characters,,Not really,N,Y,Parade,15,15,
4/24/2011,10:42:00,194,Y-4/25,N,Y,Santa Fe,N,1,,France,2,Couple,M,25,F,22,,,,,,,Thrill rides,,Indoor shows,Parades and fireworks,,Overall atmosphere,Not really,N,,,,,
4/24/2011,10:20:00,196,,N,N,,N,1,,France,4,Other,F,62,M,65,F,6,F,1,,,,,Indoor shows,Parades and fireworks,Meeting characters,,None,N,,,,,
4/24/2011,9:50:00,197,,N,N,,,'2-4,N,France,4,Family,M,47,F,46,F,71,F,7,,,Thrill rides,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,None,N,N,,,60,
4/24/2011,9:45:00,198,,N,N,,N,1,,,4,Family,F,,M,,M,,M,,,,Thrill rides,Non-thrill rides,Indoor shows,Parades and fireworks,,Overall atmosphere,Definitely,N,N,,45,10,
4/24/2011,10:56:00,200,Y-4/30,N,Y,Davy Crockett Ranch,N,1,,Denmark,4,Family,M,36,F,31,M,6,M,7,,,Thrill rides,Non-thrill rides,Indoor shows,Parades and fireworks,,Overall atmosphere,None,N,,,,,
4/24/2011,,201,,Y,Y,Sequoia Lodge,N,'2-4,Y,France,3,Family,F,33,F,8,F,10,,,,,Thrill rides,,,,,Overall atmosphere,None,N,,,,,
4/24/2011,9:35:00,202,,N,Y,Santa Fe,N,5+,Y,France,5,Friends,F,26,F,20,F,40,M,41,F,52,Thrill rides,,,,,,Somewhat,N,Y,"Space Mountain, Indiana Jones, Train de le Miles",30,30,
4/24/2011,11:25:00,203,,N,N,,N,'2-4,Y,Spain,3,Family,M,7,F,7,F,29,,,,,,Non-thrill rides,,,Meeting characters,Overall atmosphere,Definitely,Y,Y,,,,
4/24/2011,11:30:00,204,,N,Y,Santa Fe,Y,1,,France,4,Family,F,32,M,34,F,5,M,3,,,,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,None,Y,N,,15,15,
4/24/2011,9:15:00,205,,N,N,,N,5+,Y,France,4,Family,F,12,F,12,F,40,M,40,,,Thrill rides,Non-thrill rides,,,Meeting characters,Overall atmosphere,None,N,N,,60,45,
4/24/2011,11:00:00,206,,N,N,,N,1,,UK,4,Family,M,46,F,40,M,10,F,8,,,Thrill rides,,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,None,N,Y,,10,60,
4/24/2011,11:55:00,207,Y-4/25,Y,N,,N,5+,Y,France,5,Family,M,75,F,16,M,12,F,9,F,46,Thrill rides,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,Not really,Y,N,,60,60,
4/24/2011,10:45:00,209,,N,N,,N,1,,France,4,Family,F,43,M,44,F,,F,9,,,Thrill rides,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,None,Y,Y,,,,
4/24/2011,11:25:00,211,,N,N,,N,1,,Chile,2,Couple,M,25,F,23,,,,,,,,,,,Meeting characters,,None,N,N,,20,10,
4/24/2011,11:25:00,212,,N,Y,Sequoia Lodge,Y,1,,Switzerland,4,Family,M,37,F,36,M,8,M,4,,,Thrill rides,Non-thrill rides,,,,Overall atmosphere,Somewhat,Y,N,,60,45,
4/24/2011,11:50:00,213,,N,N,,N,1,,,4,Family,M,40,F,37,M,11,M,3,,,,,,,Meeting characters,,Not really,N,N,,,10,
4/24/2011,11:35:00,214,,N,N,,,'2-4,N,Sweden,2,Couple,M,49,F,39,,,,,,,Thrill rides,,,,,Overall atmosphere,Somewhat,N,,,,,
4/24/2011,10:15:00,215,,N,N,,N,'2-4,Y,France,5,Family,F,55,F,44,M,30,M,25,F,11,Thrill rides,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,Not really,Y,,,,,
4/24/2011,11:35:00,217,,N,N,,N,'2-4,,,2,Friends,F,,M,,,,,,,,Thrill rides,,,,,,Somewhat,N,,,,,
4/24/2011,10:00:00,220,,N,N,,N,'2-4,Y,Belgium,4,Family,F,40,M,40,F,4,F,4,,,,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,None,N,,,,,
4/24/2011,11:10:00,221,Y-4/26,N,Y,Newport,Y,1,,Netherlands,5,Family,M,51,F,44,F,72,F,12,F,9,Thrill rides,Non-thrill rides,,Parades and fireworks,Meeting characters,Overall atmosphere,Somewhat,N,Y,,30,30,
4/24/2011,11:39:00,224,,N,N,,N,1,,UK,2,Couple,M,28,F,24,,,,,,,Thrill rides,,Indoor shows,Parades and fireworks,,,Somewhat,N,Y,,60,45,
4/24/2011,10:00:00,226,Y-4/25,N,Y,Hotel New York,,1,,Germany,4,Family,F,38,M,38,F,10,F,5,,,,,,,Meeting characters,,Definitely,Y,Y,"""Jet courster""?",30,40,
4/24/2011,9:30:00,228,,N,N,,N,1,,France,5,Family,F,36,M,34,M,19,M,6,F,4,Thrill rides,,,,Meeting characters,,Not really,N,N,,,15,
4/24/2011,9:35:00,230,,N,Y,Newport,Y,1,,Spain,4,Family,M,,F,,F,,F,,,,Thrill rides,,,Parades and fireworks,,Overall atmosphere,Somewhat,Y,,,30,30,
4/24/2011,10:20:00,232,,N,N,,N,1,,Netherlands,4,Family,M,39,F,35,M,7,M,4,,,,Non-thrill rides,,Parades and fireworks,,,Not really,N,N,,45,20,
4/24/2011,10:25:00,234,,N,N,,N,'2-4,,France,4,Friends,F,29,M,29,F,35,M,35,,,Thrill rides,,,,,,Definitely,N,,Indiana Jones,0,0,
4/24/2011,9:30:00,235,,N,N,,N,1,,France,4,Friends,M,25,F,26,M,25,F,27,,,Thrill rides,Non-thrill rides,,,Meeting characters,Overall atmosphere,Somewhat,N,Y,Space Mountain,45,45,
4/24/2011,,236,,N,N,,N,'2-4,N,France,4,Family,M,39,F,21,M,15,M,10,,,Thrill rides,,,,,,Not really,N,Y,Space Mountain,30,30,
4/24/2011,9:45:00,237,,N,N,,N,1,Y,France,5,Friends,F,35,M,40,M,10,M,8,M,6,Thrill rides,,Indoor shows,Parades and fireworks,Meeting characters,,Definitely,N,,,,,
4/24/2011,10:00:00,238,,N,Y,Davy Crockett Ranch,Y,1,N,France,4,Friends,M,23,M,37,F,34,F,23,,,Thrill rides,,,Parades and fireworks,Meeting characters,Overall atmosphere,Not really,N,Y,Space Mountain,10,15,
4/24/2011,9:45:00,242,,N,Y,Cheyenne,N,5+,Y,Belgium,5,Family,M,37,F,30,M,14,M,12,M,7,Thrill rides,,Indoor shows,Parades and fireworks,,Overall atmosphere,Not really,N,N,,15,15,
4/24/2011,,243,,N,N,,N,1,,Germany,2,Couple,F,25,M,28,,,,,,,,,,Parades and fireworks,,,Somewhat,N,,,,,
4/24/2011,9:45:00,244,,N,N,,N,'2-4,N,France,5,Family,F,40,M,40,F,35,M,28,F,,Thrill rides,,,Parades and fireworks,Meeting characters,,Definitely,Y,N,,,20,
4/24/2011,10:00:00,245,,N,Y,Davy Crockett Ranch,N,'2-4,N,France,2,Couple,M,28,F,25,,,,,,,Thrill rides,Non-thrill rides,Indoor shows,,,Overall atmosphere,None,Y,,,,30,
4/24/2011,11:45:00,247,,N,N,,,1,,Germany,5,Family,M,43,F,43,M,11,F,9,M,8,,,,Parades and fireworks,Meeting characters,,Not really,N,,,,,
4/24/2011,9:44:00,248,,N,N,,N,'2-4,N,Israel,4,Family,F,38,M,40,F,6,M,9,,,Thrill rides,Non-thrill rides,,Parades and fireworks,Meeting characters,,None,N,N,,45,30,
4/25/2011,10:10:00,8,Y-4/26,N,Y,Cheyenne,N,'2-4,N,France,4,Family,F,51,M,43,F,19,M,17,,,Thrill rides,Non-thrill rides,Indoor shows,Parades and fireworks,,,Somewhat,N,N,,30,30,
4/25/2011,11:25:00,10,,N,N,,,'2-4,,UK,4,FAmily,M,39,F,30,M,11,F,7,,,Thrill rides,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,None,N,Y,,30,30,
4/25/2011,9:45:00,11,,N,N,,,1,,Germany,4,Family,F,32,M,38,F,3,M,7,,,,,Indoor shows,,Meeting characters,Overall atmosphere,Not really,N,Y,Cars stunt show,45,30,
4/25/2011,11:00:00,12,,N,N,,,1,,Bulgaria,5,Family,M,50,F,40,F,10,F,9,M,2,,,Indoor shows,,,Overall atmosphere,Not really,N,N,,10,15,
4/25/2011,9:39:00,13,,Y,Y,Santa Fe,N,5+,Y,France,3,Friends,F,39,F,46,M,9,,,,,Thrill rides,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,Not really,N,Y,Stitch,30,30,
4/25/2011,12:10:00,14,,N,N,,,'2-4,,Germany,2,Couple,F,28,M,23,,,,,,,Thrill rides,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,Not really,N,,,,,
4/25/2011,11:50:00,15,,N,Y,Disneyland Hotel,N,5+,Y,France,4,Family,F,33,F,33,F,4,M,34,,,Thrill rides,Non-thrill rides,,,Meeting characters,Overall atmosphere,Somewhat,N,N,,45,45,
4/25/2011,10:18:00,16,Y-4/26,N,Y,Sequoia,Y,5+,Y,France,4,Family,F,35,M,39,F,10,F,4,,,,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,,Not really,Y,Y,La Mine,20,20,
4/25/2011,11:30:00,18,,N,Y,,,'2-4,Y,France,4,Family,M,43,F,40,F,9,M,7,,,Thrill rides,Non-thrill rides,Indoor shows,,,,None,N,N,,,20,
4/25/2011,10:00:00,19,,N,N,,,1,,France,3,Family,F,44,M,47,M,17,,,,,Thrill rides,Non-thrill rides,Ino,Parades and fireworks,Meeting characters,Overall atmosphere,Somewhat,Y,Y,,,30,
4/25/2011,11:30:00,20,,N,Y,Cheyenne,N,'2-4,,France,4,Family,F,38,M,48,M,9,M,6,,,,,,,,Overall atmosphere,Somewhat,Y,,,15,15,
4/25/2011,11:00:00,23,,N,N,,,5+,Y,France,5,FAmily,F,37,F,56,M,53,M,50,F,10,Thrill rides,Non-thrill rides,,,,,Somewhat,N,,,,,
4/25/2011,9:30:00,26,,N,N,,,'2-4,N,France,5,FAmily,F,43,M,45,F,16,F,5,M,12,Thrill rides,,,,,Overall atmosphere,Not really,N,Y,,30,30,
4/25/2011,10:00:00,27,,N,Y,Disneyland Hotel,Y,5+,Y,France,2,FAmily,F,45,M,15,,,,,,,,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,Definitely,Y,Y,Pirates,20,20,
4/25/2011,11:15:00,28,,N,Y,Newport,N,5+,N,France,3,FAmily,F,44,M,39,M,8,,,,,Thrill rides,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,Somewhat,Y,,,20,10,
4/25/2011,11:27:00,30,,Y,Y,New York,N,1,,,5,FAmily,M,45,F,42,F,7,F,5,M,12,Thrill rides,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,Not really,N,,,,,
4/25/2011,12:00:00,31,,N,N,,,1,,France,6,FAmily,M,56,F,52,F,33,M,11,M,9,,Non-thrill rides,,,Meeting characters,Overall atmosphere,None,N,,,15,20,
4/25/2011,11:15:00,32,,N,Y,Newport,Y,5+,Y,France,8,Friends,F,38,M,38,F,38,M,43,,,Thrill rides,Non-thrill rides,Indoor shows,,Meeting characters,Overall atmosphere,Not really,Y,Y,"Big Thunder, Pirates, Cars, Tower, Rockin",30,30,
4/25/2011,9:59:00,34,,N,N,,,'2-4,Y,France,6,FAmily,F,40,F,35,M,35,M,14,M,10,Thrill rides,Non-thrill rides,,,,Overall atmosphere,Somewhat,N,Y,Rockin Rollercoaster,30,30,
4/25/2011,11:00:00,35,,N,Y,Sequoia,N,'2-4,Y,France,4,FAmily,F,40,M,42,F,14,F,7,,,,Non-thrill rides,,Parades and fireworks,Meeting characters,Overall atmosphere,Not really,Y,,,,,
4/25/2011,11:36:00,36,Y-4/26,Y,Y,Newport,N,5+,,France,3,FAmily,,,,,,,,,,,Thrill rides,,,,,,None,N,Y,Space Mountain,10,10,
4/25/2011,11:21:00,40,Y-4/26,Y,Y,Davy Crockett,Y,5+,Y,France,4,FAmily,F,37,M,39,M,7,M,4,,,Thrill rides,Non-thrill rides,,,,Overall atmosphere,Not really,Y,Y,Buzz,30,30,
4/25/2011,10:40:00,42,,N,Y,Cheyenne,Y,'2-4,N,France,4,Family,M,38,F,37,M,10,F,6,,,Thrill rides,Non-thrill rides,,,,Overall atmosphere,Somewhat,N,N,,60,40,
4/25/2011,9:44:00,43,,N,N,,,'2-4,N,France,5,Family,M,18,M,43,F,44,M,14,M,20,Thrill rides,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,OVerall atmosphere,Not really,N,Y,All,40,15,
4/25/2011,10:30:00,44,,N,N,,,'2-4,Y,France,3,Family,F,30,M,34,M,5,,,,,Thrill rides,,Indoor shows,Parades and fireworks,Meeting characters,,None,N,N,,15,15,
4/25/2011,11:12:00,45,Y-4/27,N,Y,Newport,N,'2-4,N,France,3,Family,,,,,,,,,,,,Non-thrill rides,,,,,None,,,,,,
4/25/2011,9:55:00,46,Y-4/27,N,Y,Newport,N,5+,Y,Austria,3,Family,M,59,M,27,M,24,,,,,Thrill rides,,Indoor shows,,,Overall atmosphere,Not really,Y,Y,"Crush's Coaster, Rockin Rollercoaster",60,30,
4/25/2011,10:15:00,47,,N,N,,,'2-4,,France,4,Family,,,,,,,,,,,Thrill rides,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,None,N,N,,30,30,
4/25/2011,11:30:00,48,,Y,N,,,5+,Y,France,3,Family,M,36,F,38,M,3,,,,,,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,Somewhat,N,Y,,20,30,
4/25/2011,9:48:00,48,Y-4/26,N,Y,Disneyland Hotel,N,'2-4,N,Netherlands,4,Family,M,40,F,38,F,8,M,6,,,,Non-thrill rides,,,Meeting characters,Overall atmosphere,Somewhat,N,Y,"Big Thunder Mountain, Crush's Coaster",60,45,
4/25/2011,11:45:00,49,,N,N,,,1,,Netherlands,8,FAmily,M,42,M,40,F,40,F,38,M,8,,Non-thrill rides,,,Meeting characters,,Not really,N,Y,Pirates,20,10,
4/25/2011,11:30:00,50,,N,Y,Sequoia,N,1,,France,4,Family,M,32,F,30,M,7,M,5,,,Thrill rides,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,Somewhat,Y,,,,,
4/25/2011,11:10:00,51,,N,Y,Disneyland Hotel,N,'2-4,Y,France,4,Family,M,42,F,40,M,10,M,6,,,,Non-thrill rides,,,,Overall atmosphere,Somewhat,Y,N,,,45,
4/25/2011,11:40:00,53,,N,Y,Newport,Y,'2-4,Y,Belgium,3,Family,M,51,F,50,F,10,,,,,Thrill rides,,,Parades and fireworks,Meeting characters,Overall atmosphere,Somewhat,Y,Y,Big Thunder,45,20,
4/25/2011,10:25:00,54,,N,N,,,'2-4,Y,France,4,Family,M,41,F,28,M,2,F,1,,,Thrill rides,,,Parades and fireworks,Meeting characters,,Somewhat,N,N,,,20,
4/25/2011,11:24:00,56,,N,N,,,5+,Y,France,4,Family,F,40,F,11,F,9,M,42,,,Thrill rides,,,,,Overall atmosphere,None,N,N,,10,15,
4/25/2011,10:25:00,57,Y-4/26,N,N,Sequoia,Y,'2-4,,France,4,Family,M,51,F,40,M,10,M,8,,,Thrill rides,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,Somewhat,Y,Y,Buzz,,,
4/25/2011,9:50:00,59,,N,N,,,5+,Y,France,5,Family,F,21,F,21,M,30,M,25,M,23,Thrill rides,Non-thrill rides,,,,Overall atmosphere,Not really,N,Y,Peter Pan,45,30,
4/25/2011,11:10:00,61,,N,N,,,'2-4,Y,France,3,Family,F,36,M,39,F,8,,,,,,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,Somewhat,N,Y,Nemo,15,15,
4/25/2011,11:40:00,63,,N,Y,Sequoia,N,1,,France,2,Family,F,17,M,4,,,,,,,,,Indoor shows,,Meeting characters,Overall atmosphere,Somewhat,N,Y,Fantasyland,10,10,
4/25/2011,10:55:00,65,,Y,N,,,'2-4,,France,2,Family,F,25,F,49,,,,,,,Thrill rides,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,None,N,N,,,30,
4/25/2011,10:28:00,66,Y-4/26,N,Y,Sequoia,N,'2-4,Y,France,5,Family,M,31,F,31,F,66,F,2,M,6,,,,Parades and fireworks,,Overall atmosphere,Somewhat,N,Y,Peter Pan,20,20,
4/25/2011,10:30:00,67,,N,N,,,1,,France,10,Friends,,,,,,,,,,,Thrill rides,,Indoor shows,,Meeting characters,Overall atmosphere,Not really,N,,,,,
4/25/2011,9:40:00,68,,N,N,,,1,,Denmark,7,Family,F,53,M,57,F,33,F,6,M,9,Thrill rides,,,Parades and fireworks,Meeting characters,Overall atmosphere,Somewhat,N,Y,Parade,30,30,
4/25/2011,9:46:00,69,,N,Y,Cheyenne,Y,5+,Y,France,4,Family,F,33,M,38,M,8,F,4,,,,,,,,overall atmosphere,Not really,N,Y,Nemo,30,15,
4/25/2011,10:30:00,70,,N,Y,Cheyenne,Y,5+,Y,France,4,Family,M,32,F,30,M,6,F,4,,,Thrill rides,Non-thrill rides,,,,overall atmosphere,Somewhat,Y,N,,,45,
4/25/2011,9:30:00,71,,N,N,,,'2-4,N,France,4,Family,M,37,F,34,M,9,F,7,,,Thrill rides,Non-thrill rides,,,Meeting characters,Overall atmosphere,Not really,Y,Y,Train,30,30,
4/25/2011,9:56:00,74,,N,N,,,1,,Germany,3,Friends,,,,,,,,,,,Thrill rides,Non-thrill rides,,Parades and fireworks,Meeting characters,Overall atmosphere,Not really,N,N,,,,
4/25/2011,10:25:00,75,,N,Y,Cheyenne,N,1,,France,4,Family,M,37,F,35,M,8,M,4,,,,Non-thrill rides,,,,,None,Y,,,,,
4/25/2011,11:45:00,76,,N,N,,,'2-4,,Spain,2,Family,F,45,F,9,,,,,,,Thrill rides,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,none,N,N,,30,30,
4/25/2011,11:20:00,78,,N,N,,,1,,France,2,Couple,M,36,F,27,,,,,,,Thrill rides,,,Parades and fireworks,,Overall atmosphere,Somewhat,N,,,,,
4/25/2011,9:30:00,80,Y-4/26,N,Y,Newport,Y,5+,,France,4,Family,F,46,M,48,F,12,F,15,,,Thrill rides,,,,Meeting characters,,Definitely,Y,Y,Pirates,30,10,
4/25/2011,11:00:00,81,,N,Y,Cheyenne,Y,1,,France,3,Family,,,,,,,,,,,,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,none,Y,N,,,,
4/25/2011,10:06:00,84,,N,N,,,'2-4,Y,France,2,Family,F,15,M,53,,,,,,,,Non-thrill rides,Indoor shows,Parades and fireworks,,Overall atmosphere,None,N,N,,20,,
4/25/2011,11:00:00,85,,N,Y,Cheyenne,N,1,,France,3,Family,F,34,F,37,M,37,,,,,,,,,,Overall atmosphere,Somewhat,N,,,,,
4/25/2011,10:45:00,86,,N,Y,Disneyland Hotel,1,,,Greece,5,Family,,,,,,,,,,,,,Indoor shows,,,,Not really,N,,,,,
4/25/2011,11:40:00,88,,N,Y,Newport,Y,1,,France,5,Family,F,60,F,36,M,34,M,5,M,7,,,,,Meeting characters,,None,Y,N,,15,10,
4/25/2011,11:28:00,89,,N,N,,,'2-4,,China,2,Couple,F,22,M,22,,,,,,,Thrill rides,,,,,,Definitely,N,Y,,20,20,
4/25/2011,11:30:00,90,,N,Y,Davy Crockett,N,'2-4,N,France,4,Family,F,38,M,38,M,8,F,5,,,Thrill rides,,,,Meeting characters,Overall atmosphere,Somewhat,N,Y,,30,30,
4/25/2011,11:20:00,91,,N,Y,Sequoia,Y,'2-4,N,France,4,Family,M,35,F,35,M,6,F,3,,,Thrill rides,,,Parades and fireworks,,Overall atmosphere,Somewhat,Y,,,,,
4/25/2011,11:10:00,93,,N,Y,Newport,N,1,,France,4,Family,M,38,F,36,M,11,M,4,,,Thrill rides,Non-thrill rides,,,,Overall atmosphere,Not really,N,,,,,
4/25/2011,11:00:00,95,,N,N,,,1,,UK,4,Family,M,42,F,43,M,13,M,5,,,Thrill rides,,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,Somewhat,N,,,,,
4/25/2011,11:00:00,96,,N,N,,,1,,France,5,Family,F,34,M,23,F,10,M,9,M,8,,Non-thrill rides,,Parades and fireworks,Meeting characters,,Not really,N,,,,,
4/25/2011,9:37:00,97,,N,N,,,'2-4,,France,4,Friends,F,21,F,26,M,25,M,24,,,Thrill rides,,,,Meeting characters,Overall atmosphere,Not really,N,Y,Tower of Terror,10,20,
4/25/2011,10:42:00,98,,N,N,,,1,,Denmark,4,Family,M,47,F,46,F,10,M,11,,,Thrill rides,,,,,,None,N,,,,,
4/25/2011,9:30:00,99,,N,Y,Cheyenne,N,'2-4,Y,Belgium,8,Family,M,44,F,43,F,17,F,16,,,Thrill rides,,Indoor shows,,,,None,N,Y,Buzz,15,20,
4/25/2011,11:35:00,100,,N,Y,Sequoia,Y,'2-4,N,Belgium,5,Friends,M,40,F,33,F,33,F,33,M,35,Thrill rides,Non-thrill rides,,,,Overall atmosphere,Not really,Y,Y,Space Mountain,50,30,
